zip,compid,compname,comrate,indrate,resrate
7460,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
48335,5109,Detroit Edison Co.,85.32,59.4,102.07
50020,9162,Interstate Power & Light Co.,0,0,0
14754,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
18701,19390,"UGI Utilities, Inc.",90.78,75.54,94.85
83543,20169,Avista Corp.,72.22,45.09,65.6
84701,14354,PacifiCorp.,59.39,40.36,69.43
18074,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
72084,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
12168,11804,Massachusetts Electric Co.,160.29,159.57,154.32
97333,14354,PacifiCorp.,59.39,40.36,69.43
37665,733,Appalachian Power Co.,52.6,36.59,58.52
67645,12698,Aquila Inc.,68.63,52.06,84.81
83651,9191,Idaho Power Co.,43.18,34.12,59.12
27950,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
50314,12341,MidAmerican Energy Co.,65.04,40.61,86.15
16124,14716,Pennsylvania Power Co.,73.87,54.63,82.95
25165,733,Appalachian Power Co.,52.6,36.59,58.52
72140,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
7870,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
41311,10171,Kentucky Utilities Co.,57.83,45.19,60.29
14877,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
80544,15466,PSC of Colorado,74.07,58.3,88.42
21826,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
77030,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
45806,14006,Ohio Power Co.,63.8,43.58,75.25
46730,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
46825,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
12457,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
93103,17609,Southern California Edison Co.,144.53,119.66,157.72
28580,3046,Carolina Power & Light Co.,74.34,57.46,90.23
38925,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
15368,20387,West Penn Power Co.,61.26,47.16,71.66
60526,4110,Commonwealth Edison Co.,76.48,55.66,86.59
30180,7140,Georgia Power Co.,76.3,54.04,88.77
30560,5416,Duke Power Co.,63.62,44.52,78.13
13402,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
19884,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
29306,5416,Duke Power Co.,63.62,44.52,78.13
50478,9162,Interstate Power & Light Co.,0,0,0
65074,19436,Union Electric Co.,56.56,41.72,69.64
8107,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
18947,12390,Metropolitan Edison Co.,82.19,64.62,93.56
14806,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
18825,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
78632,3278,AEP Texas Central Co.,0,0,0
34602,6455,Florida Power Corp.,95.25,83.1,117.91
95984,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
41701,22053,Kentucky Power Co.,67.59,42.47,64.98
49315,4254,Consumers Energy Co.,84.9,65.38,95.35
43070,4922,Dayton Power & Light Co.,75.88,63.79,94.01
25608,733,Appalachian Power Co.,52.6,36.59,58.52
10594,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
48126,5109,Detroit Edison Co.,85.32,59.4,102.07
83465,9191,Idaho Power Co.,43.18,34.12,59.12
95944,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
39117,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
49272,4254,Consumers Energy Co.,84.9,65.38,95.35
15133,5487,Duquesne Light Co.,88.77,83.03,104.34
83424,14354,PacifiCorp.,59.39,40.36,69.43
76821,20404,AEP Texas North Co.,0,0,0
56292,9162,Interstate Power & Light Co.,0,0,0
75152,A3483,Oncor Electric Delivery Co.,0,0,0
40245,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
63827,19436,Union Electric Co.,56.56,41.72,69.64
8016,14940,PECO Energy Co.,121.2,81.88,139.07
10310,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
63304,19436,Union Electric Co.,56.56,41.72,69.64
21201,1167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
32505,7801,Gulf Power Co.,79.83,61.94,94.18
1515,11804,Massachusetts Electric Co.,160.29,159.57,154.32
49437,4254,Consumers Energy Co.,84.9,65.38,95.35
58561,12819,Montana Dakota Utilities Co.,0,0,0
35055,195,Alabama Power Co.,81.85,49.23,89.32
50860,9162,Interstate Power & Light Co.,0,0,0
72127,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
30179,7140,Georgia Power Co.,76.3,54.04,88.77
6282,11804,Massachusetts Electric Co.,160.29,159.57,154.32
13090,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
53058,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
85193,803,Arizona Public Service Co.,87.13,61.11,98.47
62917,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
30537,7140,Georgia Power Co.,76.3,54.04,88.77
28451,3046,Carolina Power & Light Co.,74.34,57.46,90.23
48843,5109,Detroit Edison Co.,85.32,59.4,102.07
49849,19578,Upper Peninsula Power Co.,115.43,73.07,137.87
31314,7140,Georgia Power Co.,76.3,54.04,88.77
71043,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
67437,12698,Aquila Inc.,68.63,52.06,84.81
58835,12819,Montana Dakota Utilities Co.,0,0,0
32940,6452,Florida Power & Light Co.,106.06,88.71,119
29824,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
56214,9162,Interstate Power & Light Co.,0,0,0
12603,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
23829,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
53006,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
3576,15472,PSC of New Hampshire,136.75,128.88,151.42
45168,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
85375,803,Arizona Public Service Co.,87.13,61.11,98.47
76082,A3483,Oncor Electric Delivery Co.,0,0,0
50146,12341,MidAmerican Energy Co.,65.04,40.61,86.15
24351,733,Appalachian Power Co.,52.6,36.59,58.52
84725,14354,PacifiCorp.,59.39,40.36,69.43
16242,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
65708,5860,Empire District Electric Co.,74.74,56.59,83.94
3467,26510,Granite State Electric Co.,106.11,104.12,125.3
57441,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
29073,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
61238,9208,Illinois Power Co.,73.39,46.63,77.12
54983,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
67140,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
60647,4110,Commonwealth Edison Co.,76.48,55.66,86.59
16863,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
38720,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
2215,1998,Boston Edison Co.,193.53,199.87,201.75
32080,6452,Florida Power & Light Co.,106.06,88.71,119
62668,9208,Illinois Power Co.,73.39,46.63,77.12
98942,14354,PacifiCorp.,59.39,40.36,69.43
50068,9162,Interstate Power & Light Co.,0,0,0
24918,733,Appalachian Power Co.,52.6,36.59,58.52
62301,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
61777,9208,Illinois Power Co.,73.39,46.63,77.12
18977,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
84328,14354,PacifiCorp.,59.39,40.36,69.43
43762,14006,Ohio Power Co.,63.8,43.58,75.25
95207,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
13354,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
97632,14354,PacifiCorp.,59.39,40.36,69.43
25161,733,Appalachian Power Co.,52.6,36.59,58.52
18614,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
79065,17718,Southwestern Public Service Co.,76.73,54.1,82.84
85340,803,Arizona Public Service Co.,87.13,61.11,98.47
50042,12341,MidAmerican Energy Co.,65.04,40.61,86.15
59270,12819,Montana Dakota Utilities Co.,0,0,0
22046,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
13103,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
62523,9208,Illinois Power Co.,73.39,46.63,77.12
52001,9162,Interstate Power & Light Co.,0,0,0
37873,10331,Kingsport Power Co.,56.59,37.27,53.13
67138,12698,Aquila Inc.,68.63,52.06,84.81
28392,3046,Carolina Power & Light Co.,74.34,57.46,90.23
35457,195,Alabama Power Co.,81.85,49.23,89.32
21722,20387,West Penn Power Co.,61.26,47.16,71.66
70375,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
5819,7601,Green Mountain Power Corp.,109.59,75.73,132.56
78593,3278,AEP Texas Central Co.,0,0,0
1844,26510,Granite State Electric Co.,106.11,104.12,125.3
89802,17166,Sierra Pacific Power Co.,119,96.25,128.65
39647,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
11361,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
16504,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
13483,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
43420,18997,Toledo Edison Co.,104.33,44.25,108.58
20132,15263,Potomac Edison Co.,80.14,52.31,69.2
57025,12341,MidAmerican Energy Co.,65.04,40.61,86.15
33948,6452,Florida Power & Light Co.,106.06,88.71,119
23114,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
15690,20387,West Penn Power Co.,61.26,47.16,71.66
53825,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
43356,4062,Columbus Southern Power Co.,68.9,51.29,87.05
74360,5860,Empire District Electric Co.,74.74,56.59,83.94
76578,A3483,Oncor Electric Delivery Co.,0,0,0
64841,5860,Empire District Electric Co.,74.74,56.59,83.94
95125,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
96129,17166,Sierra Pacific Power Co.,119,96.25,128.65
81039,12698,Aquila Inc.,68.63,52.06,84.81
96142,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
33584,18454,Tampa Electric Co.,96.85,76.54,109.71
25183,733,Appalachian Power Co.,52.6,36.59,58.52
10501,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
60025,4110,Commonwealth Edison Co.,76.48,55.66,86.59
58490,14232,Otter Tail Power Co.,64.49,50.72,74.26
44662,13998,Ohio Edison Co.,100.63,59.53,104.78
92878,17609,Southern California Edison Co.,144.53,119.66,157.72
61602,3252,Central Illinois Light Co.,65.82,52,69.39
56276,14232,Otter Tail Power Co.,64.49,50.72,74.26
19464,14940,PECO Energy Co.,121.2,81.88,139.07
3046,15472,PSC of New Hampshire,136.75,128.88,151.42
95337,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
7630,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
24121,733,Appalachian Power Co.,52.6,36.59,58.52
91030,17609,Southern California Edison Co.,144.53,119.66,157.72
84531,14354,PacifiCorp.,59.39,40.36,69.43
15665,20387,West Penn Power Co.,61.26,47.16,71.66
97636,14354,PacifiCorp.,59.39,40.36,69.43
92359,17609,Southern California Edison Co.,144.53,119.66,157.72
6057,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
2163,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
45814,14006,Ohio Power Co.,63.8,43.58,75.25
22026,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
4250,3266,Central Maine Power Co.,129.63,0,144.58
63674,19436,Union Electric Co.,56.56,41.72,69.64
18707,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
13357,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
15944,20387,West Penn Power Co.,61.26,47.16,71.66
27806,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
89046,13407,Nevada Power Co.,98.43,86.03,108
24072,733,Appalachian Power Co.,52.6,36.59,58.52
63023,19436,Union Electric Co.,56.56,41.72,69.64
45504,13998,Ohio Edison Co.,100.63,59.53,104.78
64469,19436,Union Electric Co.,56.56,41.72,69.64
12449,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
54449,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
75442,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
38611,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
26833,15263,Potomac Edison Co.,80.14,52.31,69.2
28442,3046,Carolina Power & Light Co.,74.34,57.46,90.23
13760,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
34996,6452,Florida Power & Light Co.,106.06,88.71,119
13839,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
73628,15474,PSC of Oklahoma,74.19,58.93,84.1
20910,15270,Potomac Electric Power Co.,116.6,0,116.65
41262,22053,Kentucky Power Co.,67.59,42.47,64.98
44047,3755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
87052,15473,Public Service Co. of New Mexico,70.15,47.1,80.38
92284,17609,Southern California Edison Co.,144.53,119.66,157.72
59019,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
66023,22500,Westar Energy Inc.,0,0,0
25239,733,Appalachian Power Co.,52.6,36.59,58.52
67018,12698,Aquila Inc.,68.63,52.06,84.81
96720,8287,"Hawaii Electric Light Co., Inc.",300.9,256.38,310.33
41821,22053,Kentucky Power Co.,67.59,42.47,64.98
77541,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
49428,4254,Consumers Energy Co.,84.9,65.38,95.35
70043,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
15010,14716,Pennsylvania Power Co.,73.87,54.63,82.95
41604,22053,Kentucky Power Co.,67.59,42.47,64.98
28363,3046,Carolina Power & Light Co.,74.34,57.46,90.23
26270,12796,Monongahela Power Co.,59.39,41.09,72.5
58849,12819,Montana Dakota Utilities Co.,0,0,0
76271,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
59711,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
36529,195,Alabama Power Co.,81.85,49.23,89.32
35550,195,Alabama Power Co.,81.85,49.23,89.32
36736,195,Alabama Power Co.,81.85,49.23,89.32
75180,A3483,Oncor Electric Delivery Co.,0,0,0
70117,13478,"Entergy New Orleans, Inc.",97.62,81.48,114.24
79754,A3483,Oncor Electric Delivery Co.,0,0,0
15716,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
53510,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
12523,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
22201,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
89434,17166,Sierra Pacific Power Co.,119,96.25,128.65
8353,963,Atlantic City Electric Co.,128.04,108.74,137.77
76524,17699,TXU SESCO Co.,0,0,0
77386,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
72392,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
47610,17633,Southern Indiana Gas & Electric Co.,71.27,51.51,89.69
77050,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
92384,17609,Southern California Edison Co.,144.53,119.66,157.72
52201,9162,Interstate Power & Light Co.,0,0,0
46350,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
15365,20387,West Penn Power Co.,61.26,47.16,71.66
40355,10171,Kentucky Utilities Co.,57.83,45.19,60.29
33189,6452,Florida Power & Light Co.,106.06,88.71,119
56024,13781,Northern States Power Co.,69.79,57.42,89.95
76071,A3483,Oncor Electric Delivery Co.,0,0,0
40353,10171,Kentucky Utilities Co.,57.83,45.19,60.29
10588,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
45631,14015,Ohio Valley Electric Corp.,0,62.69,0
84106,14354,PacifiCorp.,59.39,40.36,69.43
18216,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
48243,5109,Detroit Edison Co.,85.32,59.4,102.07
92845,17609,Southern California Edison Co.,144.53,119.66,157.72
85361,803,Arizona Public Service Co.,87.13,61.11,98.47
18624,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
49337,4254,Consumers Energy Co.,84.9,65.38,95.35
13460,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
44217,13998,Ohio Edison Co.,100.63,59.53,104.78
62558,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
48636,4254,Consumers Energy Co.,84.9,65.38,95.35
19137,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
95528,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
55941,13781,Northern States Power Co.,69.79,57.42,89.95
38945,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
1002,11804,Massachusetts Electric Co.,160.29,159.57,154.32
4941,3266,Central Maine Power Co.,129.63,0,144.58
1951,11804,Massachusetts Electric Co.,160.29,159.57,154.32
51439,12341,MidAmerican Energy Co.,65.04,40.61,86.15
61001,9162,Interstate Power & Light Co.,0,0,0
92347,17609,Southern California Edison Co.,144.53,119.66,157.72
77523,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
89431,17166,Sierra Pacific Power Co.,119,96.25,128.65
6447,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
3908,3266,Central Maine Power Co.,129.63,0,144.58
31022,7140,Georgia Power Co.,76.3,54.04,88.77
31636,7140,Georgia Power Co.,76.3,54.04,88.77
54484,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
2379,11804,Massachusetts Electric Co.,160.29,159.57,154.32
59754,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
29020,3046,Carolina Power & Light Co.,74.34,57.46,90.23
80211,15466,PSC of Colorado,74.07,58.3,88.42
59463,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
40037,10171,Kentucky Utilities Co.,57.83,45.19,60.29
49635,4254,Consumers Energy Co.,84.9,65.38,95.35
49504,4254,Consumers Energy Co.,84.9,65.38,95.35
28637,5416,Duke Power Co.,63.62,44.52,78.13
29860,7140,Georgia Power Co.,76.3,54.04,88.77
6810,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
76115,A3483,Oncor Electric Delivery Co.,0,0,0
26690,12796,Monongahela Power Co.,59.39,41.09,72.5
36925,195,Alabama Power Co.,81.85,49.23,89.32
82644,14354,PacifiCorp.,59.39,40.36,69.43
42436,10171,Kentucky Utilities Co.,57.83,45.19,60.29
83873,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
21711,15263,Potomac Edison Co.,80.14,52.31,69.2
10930,14154,"Orange & Rockland Utilities, Inc.",120.91,85.38,153.98
26259,12796,Monongahela Power Co.,59.39,41.09,72.5
12997,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
7661,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
10022,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
48165,5109,Detroit Edison Co.,85.32,59.4,102.07
73082,15474,PSC of Oklahoma,74.19,58.93,84.1
26149,12796,Monongahela Power Co.,59.39,41.09,72.5
13679,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
7460,16213,Rockland Electric Co.,112.9,109.06,119.7
7642,16213,Rockland Electric Co.,112.9,109.06,119.7
21040,1167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
43623,18997,Toledo Edison Co.,104.33,44.25,108.58
27863,3046,Carolina Power & Light Co.,74.34,57.46,90.23
20701,1167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
31829,7140,Georgia Power Co.,76.3,54.04,88.77
84086,14354,PacifiCorp.,59.39,40.36,69.43
5076,7601,Green Mountain Power Corp.,109.59,75.73,132.56
83233,14354,PacifiCorp.,59.39,40.36,69.43
6514,19497,United Illuminating Co.,120.63,102.26,151.34
20158,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
6023,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
28405,3046,Carolina Power & Light Co.,74.34,57.46,90.23
56183,9162,Interstate Power & Light Co.,0,0,0
60564,4110,Commonwealth Edison Co.,76.48,55.66,86.59
79830,20404,AEP Texas North Co.,0,0,0
97338,15248,Portland General Electric Co.,75.02,58.26,82.88
24239,733,Appalachian Power Co.,52.6,36.59,58.52
60555,4110,Commonwealth Edison Co.,76.48,55.66,86.59
6414,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
29554,3046,Carolina Power & Light Co.,74.34,57.46,90.23
98946,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
75050,A3483,Oncor Electric Delivery Co.,0,0,0
13205,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
60034,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
65248,19436,Union Electric Co.,56.56,41.72,69.64
88336,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
34981,6452,Florida Power & Light Co.,106.06,88.71,119
6524,19497,United Illuminating Co.,120.63,102.26,151.34
20227,15270,Potomac Electric Power Co.,116.6,0,116.65
31415,16687,Savannah Electric & Power Co.,0,0,0
99350,14354,PacifiCorp.,59.39,40.36,69.43
60438,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
41085,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
30223,7140,Georgia Power Co.,76.3,54.04,88.77
45659,14006,Ohio Power Co.,63.8,43.58,75.25
35440,195,Alabama Power Co.,81.85,49.23,89.32
71923,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
92117,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
79603,20404,AEP Texas North Co.,0,0,0
3755,7601,Green Mountain Power Corp.,109.59,75.73,132.56
97303,15248,Portland General Electric Co.,75.02,58.26,82.88
94518,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
21286,1167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
31211,7140,Georgia Power Co.,76.3,54.04,88.77
55804,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
18252,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
16803,20387,West Penn Power Co.,61.26,47.16,71.66
44425,14716,Pennsylvania Power Co.,73.87,54.63,82.95
52249,9162,Interstate Power & Light Co.,0,0,0
45162,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
20024,15270,Potomac Electric Power Co.,116.6,0,116.65
27248,3046,Carolina Power & Light Co.,74.34,57.46,90.23
12121,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
28538,3046,Carolina Power & Light Co.,74.34,57.46,90.23
76518,A3483,Oncor Electric Delivery Co.,0,0,0
79553,20404,AEP Texas North Co.,0,0,0
61436,9208,Illinois Power Co.,73.39,46.63,77.12
95549,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
50146,9162,Interstate Power & Light Co.,0,0,0
14025,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
83214,9191,Idaho Power Co.,43.18,34.12,59.12
54564,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
64850,5860,Empire District Electric Co.,74.74,56.59,83.94
86039,803,Arizona Public Service Co.,87.13,61.11,98.47
28112,5416,Duke Power Co.,63.62,44.52,78.13
75454,A3483,Oncor Electric Delivery Co.,0,0,0
15045,5487,Duquesne Light Co.,88.77,83.03,104.34
79780,20404,AEP Texas North Co.,0,0,0
28443,3046,Carolina Power & Light Co.,74.34,57.46,90.23
71357,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
33437,6452,Florida Power & Light Co.,106.06,88.71,119
52157,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
75455,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
49918,19578,Upper Peninsula Power Co.,115.43,73.07,137.87
76864,A3483,Oncor Electric Delivery Co.,0,0,0
14560,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
57257,14232,Otter Tail Power Co.,64.49,50.72,74.26
28716,3046,Carolina Power & Light Co.,74.34,57.46,90.23
30565,7140,Georgia Power Co.,76.3,54.04,88.77
60616,4110,Commonwealth Edison Co.,76.48,55.66,86.59
3768,26510,Granite State Electric Co.,106.11,104.12,125.3
98372,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
40212,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
99161,20169,Avista Corp.,72.22,45.09,65.6
32189,6452,Florida Power & Light Co.,106.06,88.71,119
32904,6455,Florida Power Corp.,95.25,83.1,117.91
79505,20404,AEP Texas North Co.,0,0,0
32751,6455,Florida Power Corp.,95.25,83.1,117.91
50655,9162,Interstate Power & Light Co.,0,0,0
58773,12819,Montana Dakota Utilities Co.,0,0,0
14425,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
7608,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
18445,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
48747,4254,Consumers Energy Co.,84.9,65.38,95.35
45898,14006,Ohio Power Co.,63.8,43.58,75.25
23821,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
8846,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
64074,12698,Aquila Inc.,68.63,52.06,84.81
6472,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
19904,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
12448,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
93656,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
29821,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
63855,19436,Union Electric Co.,56.56,41.72,69.64
72633,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
93312,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
17934,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
88002,5701,El Paso Electric Co.,102.73,68.45,120.86
61230,9162,Interstate Power & Light Co.,0,0,0
13477,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
54846,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
36047,195,Alabama Power Co.,81.85,49.23,89.32
27893,3046,Carolina Power & Light Co.,74.34,57.46,90.23
21666,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
8608,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
23831,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
39451,12686,Mississippi Power Co.,81.56,51.04,101.26
46158,9273,Indianapolis Power & Light Co.,78.31,55.76,72.34
62080,9208,Illinois Power Co.,73.39,46.63,77.12
23002,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
61564,3252,Central Illinois Light Co.,65.82,52,69.39
79905,5701,El Paso Electric Co.,102.73,68.45,120.86
61437,9208,Illinois Power Co.,73.39,46.63,77.12
81152,15466,PSC of Colorado,74.07,58.3,88.42
19946,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
50842,9162,Interstate Power & Light Co.,0,0,0
19519,12390,Metropolitan Edison Co.,82.19,64.62,93.56
8837,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
57350,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
54911,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
30009,7140,Georgia Power Co.,76.3,54.04,88.77
65653,5860,Empire District Electric Co.,74.74,56.59,83.94
33570,18454,Tampa Electric Co.,96.85,76.54,109.71
20197,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
48455,5109,Detroit Edison Co.,85.32,59.4,102.07
46321,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
3051,15472,PSC of New Hampshire,136.75,128.88,151.42
5675,7601,Green Mountain Power Corp.,109.59,75.73,132.56
67067,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
14425,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
48445,5109,Detroit Edison Co.,85.32,59.4,102.07
33931,6452,Florida Power & Light Co.,106.06,88.71,119
79730,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
45656,14006,Ohio Power Co.,63.8,43.58,75.25
